Date,Booking_ID,Booking_Status,Customer_ID,Vehicle_Type,Pickup_Location,Drop_Location,V_TAT,C_TAT,Canceled_Rides_by_Customer,Canceled_Rides_by_Driver,Incomplete_Rides,Incomplete_Rides_Reason,Booking_Value,Payment_Method,Ride_Distance,Driver_Ratings,Customer_Rating
11-07-2024,CNR7871058089,Success,CID221021,Mini,Hennur,Kengeri,-105,88,null,null,No,null,866.4611665,Cash,12.65570643,3.36,5.9
16-07-2024,CNR5503358927,Driver Not Found,CID552049,Bike,Peenya,MG Road,null,null,null,null,null,null,868.3286031,null,12.62658512,null,null
12-07-2024,CNR542051657,Success,CID415325,Prime Plus,Devanahalli,Rajajinagar,118.0666667,114.3333333,null,null,No,null,870.1960396,Cash,12.59746381,3.986666667,4.84
16-07-2024,CNR3753950974,Success,CID745270,eBike,Ramamurthy Nagar,Sahakar Nagar,104.4666667,118.9047619,null,null,No,null,872.0634762,Cash,12.5683425,4.006666667,5.022857143
26-07-2024,CNR9312632867,Success,CID649563,Prime SUV,Tumkur Road,Mysore Road,90.86666667,123.4761905,null,null,Yes,Vehicle Breakdown,873.9309128,Cash,12.53922119,4.026666667,5.205714286
25-07-2024,CNR5274603340,Success,CID477783,Prime SUV,Electronic City,Banashankari,77.26666667,128.047619,null,null,No,null,875.7983493,Cash,12.51009988,4.046666667,5.388571429
17-07-2024,CNR1050003752,Success,CID993137,Bike,Chamarajpet,Shivajinagar,63.66666667,132.6190476,null,null,No,null,877.6657859,UPI,12.48097857,4.066666667,5.571428571
07-07-2024,CNR3603517873,Success,CID386651,eBike,Rajarajeshwari Nagar,Marathahalli,50.06666667,137.1904762,null,null,No,null,879.5332225,Cash,12.45185726,4.086666667,5.754285714
01-07-2024,CNR1557960488,Driver Not Found,CID884386,Prime SUV,Rajarajeshwari Nagar,Varthur,null,null,null,null,null,null,881.400659,null,12.42273594,null,null
01-07-2024,CNR9758857830,Success,CID528642,Prime Plus,HSR Layout,Magadi Road,-126,170,null,null,No,null,883.2680956,UPI,12.39361463,6.5,5.1
02-07-2024,CNR8080410192,Success,CID416746,eBike,Jayanagar,JP Nagar,-343,220,null,null,No,null,885.1355322,UPI,12.36449332,8,5.8
13-07-2024,CNR3218794350,Canceled by Driver,CID713303,Bike,Hennur,Padmanabhanagar,null,null,null,More than permitted people in there,null,null,887.0029688,null,12.33537201,null,null
25-07-2024,CNR290869242,Success,CID954071,Mini,Hennur,Chamarajpet,374.5,27.5,null,null,No,null,888.8704053,Cash,12.3062507,4.75,3.3
18-07-2024,CNR7825941026,Success,CID234007,Mini,Marathahalli,Langford Town,450.8,7.5,null,null,No,null,890.7378419,UPI,12.27712939,4.94,2.95
22-07-2024,CNR9148580255,Success,CID164393,Prime SUV,Tumkur Road,Magadi Road,527.1,-12.5,null,null,No,null,892.6052785,UPI,12.24800808,5.13,2.6
15-07-2024,CNR2946309760,Success,CID984343,Prime Plus,Hosur Road,Hennur,603.4,-32.5,null,null,No,null,894.472715,Cash,12.21888677,5.32,2.25
19-07-2024,CNR3472489570,Driver Not Found,CID621402,Prime SUV,Electronic City,Marathahalli,null,null,null,null,null,null,896.3401516,null,12.18976546,null,null
07-07-2024,CNR1768885472,Canceled by Driver,CID130993,Prime SUV,Basavanagudi,Padmanabhanagar,null,null,null,More than permitted people in there,null,null,898.2075882,null,12.16064415,null,null
06-07-2024,CNR7486448495,Success,CID931462,Auto,Ulsoor,Padmanabhanagar,63,65,null,null,No,null,900.0750247,UPI,12.13152284,4,4.3
04-07-2024,CNR2735636505,Driver Not Found,CID111173,Prime SUV,Cox Town,Chamarajpet,null,null,null,null,null,null,901.9424613,null,12.10240153,null,null
26-07-2024,CNR7533317866,Canceled by Customer,CID867762,Mini,Shantinagar,Hulimavu,null,null,AC is Not working,null,null,null,903.8098979,null,12.07328022,null,null
01-07-2024,CNR5758479139,Success,CID805528,Prime Sedan,RT Nagar,Chickpet,233.1,117,null,null,No,null,905.6773344,Cash,12.0441589,4.5,4.67
22-07-2024,CNR8021985469,Success,CID604351,Mini,Hosur Road,Kadugodi,249.2,130,null,null,No,null,907.544771,Cash,12.01503759,4.62,4.88
21-07-2024,CNR3800597073,Success,CID386103,Mini,JP Nagar,Chickpet,265.3,143,null,null,No,null,909.4122076,Cash,11.98591628,4.74,5.09
05-07-2024,CNR6179425512,Success,CID607886,Mini,Bannerghatta Road,Basavanagudi,281.4,156,null,null,No,null,911.2796442,Cash,11.95679497,4.86,5.3
29-07-2024,CNR7924302885,Success,CID517661,Auto,Magadi Road,Nagarbhavi,297.5,169,null,null,Yes,Customer Demand,913.1470807,UPI,11.92767366,4.98,5.51
15-07-2024,CNR7181374756,Canceled by Driver,CID700952,Auto,Devanahalli,Kammanahalli,null,null,null,More than permitted people in there,null,null,915.0145173,null,11.89855235,null,null
16-07-2024,CNR2830899441,Success,CID808607,Mini,Kadugodi,Frazer Town,133,90,null,null,No,null,916.8819539,UPI,11.86943104,4.3,3.4
14-07-2024,CNR7592165192,Canceled by Driver,CID863704,Prime SUV,Rajarajeshwari Nagar,HSR Layout,null,null,null,Personal & Car related issue,null,null,918.7493904,null,11.84030973,null,null
11-07-2024,CNR6077524333,Canceled by Driver,CID708519,Prime SUV,Chickpet,Shantinagar,null,null,null,More than permitted people in there,null,null,920.616827,null,11.81118842,null,null
14-07-2024,CNR8854206454,Success,CID932765,eBike,Langford Town,Kadugodi,301,115,null,null,No,null,922.4842636,Cash,11.78206711,3.3,4.3
17-07-2024,CNR6387231274,Driver Not Found,CID686160,Prime Sedan,Bannerghatta Road,Indiranagar,null,null,null,null,null,null,924.3517001,null,11.7529458,null,null
04-07-2024,CNR6215530366,Success,CID713821,eBike,Devanahalli,Jayanagar,205.3333333,61.66666667,null,null,No,null,926.2191367,Cash,11.72382449,4.266666667,4.566666667
29-07-2024,CNR4314026109,Success,CID259573,Prime SUV,Tumkur Road,Bannerghatta Road,208.8333333,64.16666667,null,null,No,null,928.0865733,Cash,11.69470318,4.216666667,4.516666667
17-07-2024,CNR9027465661,Success,CID737388,Prime Sedan,BTM Layout,Majestic,212.3333333,66.66666667,null,null,No,null,929.9540099,UPI,11.66558187,4.166666667,4.466666667
20-07-2024,CNR5003494701,Canceled by Driver,CID761134,Mini,Sarjapur Road,Majestic,null,null,null,Customer related issue,null,null,931.8214464,null,11.63646055,null,null
08-07-2024,CNR2233399649,Success,CID954441,Bike,Peenya,Devanahalli,372.4,66,null,null,No,null,933.688883,Cash,11.60733924,4.99,4.09
07-07-2024,CNR2317770063,Success,CID596869,Auto,Chickpet,Hennur,427,56,null,null,No,null,935.5563196,UPI,11.57821793,5.28,4.02
30-07-2024,CNR9704400677,Success,CID974657,Mini,Langford Town,Vijayanagar,481.6,46,null,null,No,null,937.4237561,Cash,11.54909662,5.57,3.95
03-07-2024,CNR8836460204,Success,CID716037,eBike,Bellandur,Shantinagar,536.2,36,null,null,No,null,939.2911927,UPI,11.51997531,5.86,3.88
11-07-2024,CNR3697318610,Success,CID915228,Bike,Sarjapur Road,Chickpet,590.8,26,null,null,No,null,941.1586293,UPI,11.490854,6.15,3.81
22-07-2024,CNR6541289543,Canceled by Driver,CID656539,Prime SUV,Frazer Town,Whitefield,null,null,null,Customer related issue,null,null,943.0260658,null,11.46173269,null,null
21-07-2024,CNR8369601219,Canceled by Driver,CID581505,Prime SUV,Richmond Town,Jayanagar,null,null,null,Customer related issue,null,null,944.8935024,null,11.43261138,null,null
22-07-2024,CNR8346388703,Canceled by Driver,CID680143,Mini,Magadi Road,BTM Layout,null,null,null,Personal & Car related issue,null,null,946.760939,null,11.40349007,null,null
26-07-2024,CNR4445082348,Success,CID336831,Mini,Yelahanka,BTM Layout,574,250,null,null,No,null,948.6283756,UPI,11.37436876,4,6.1
26-07-2024,CNR5528764313,Success,CID808205,Prime SUV,Ramamurthy Nagar,Bannerghatta Road,840,355,null,null,No,null,950.4958121,UPI,11.34524745,4.2,7.6
03-07-2024,CNR3967141569,Canceled by Driver,CID163765,Auto,Padmanabhanagar,Ramamurthy Nagar,null,null,null,Customer related issue,null,null,952.3632487,null,11.31612614,null,null
07-07-2024,CNR7054352438,Driver Not Found,CID270321,Mini,Hennur,Cox Town,null,null,null,null,null,null,954.2306853,null,11.28700483,null,null
22-07-2024,CNR1640228588,Success,CID190281,Prime Sedan,Kengeri,Mysore Road,-37.33333333,5,null,null,Yes,Other Issue,956.0981218,Cash,11.25788351,2.633333333,4.7
19-07-2024,CNR6684033796,Success,CID352268,Auto,Indiranagar,Whitefield,-103.8333333,-40,null,null,No,null,957.9655584,Cash,11.2287622,1.933333333,4.8
01-07-2024,CNR4158584923,Success,CID772392,Auto,Sahakar Nagar,Ramamurthy Nagar,-170.3333333,-85,null,null,No,null,959.832995,UPI,11.19964089,1.233333333,4.9
23-07-2024,CNR5133236273,Canceled by Driver,CID905849,Prime Plus,Banashankari,Chickpet,null,null,null,Customer related issue,null,null,961.7004315,null,11.17051958,null,null
26-07-2024,CNR5661490576,Success,CID546076,Bike,Magadi Road,Electronic City,448,260,null,null,No,null,963.5678681,Cash,11.14139827,3.5,2.8
05-07-2024,CNR2304446757,Success,CID432144,eBike,Rajarajeshwari Nagar,MG Road,644,375,null,null,No,null,965.4353047,Cash,11.11227696,2.9,2.5
18-07-2024,CNR3780555542,Canceled by Customer,CID803813,Mini,Tumkur Road,Chamarajpet,null,null,Driver asked to cancel,null,null,null,967.3027412,null,11.08315565,null,null
21-07-2024,CNR1559782157,Success,CID906966,Auto,Ulsoor,Bellandur,196.7,62.5,null,null,No,null,969.1701778,Cash,11.05403434,3.74,4.62
13-07-2024,CNR7623690602,Success,CID526261,Bike,Cox Town,Malleshwaram,196,62,null,null,Yes,Other Issue,971.0376144,UPI,11.02491303,3.86,4.94
08-07-2024,CNR2098165199,Success,CID619972,Prime Sedan,Yelahanka,Ramamurthy Nagar,195.3,61.5,null,null,No,null,972.905051,UPI,10.99579172,3.98,5.26
22-07-2024,CNR5502012579,Success,CID748475,Mini,Vijayanagar,Kengeri,194.6,61,null,null,No,null,974.7724875,Cash,10.96667041,4.1,5.58
24-07-2024,CNR4698965967,Success,CID529347,Prime Sedan,Ramamurthy Nagar,Chickpet,193.9,60.5,null,null,No,null,976.6399241,Cash,10.9375491,4.22,5.9
21-07-2024,CNR8566688320,Driver Not Found,CID175878,Bike,Chickpet,Shivajinagar,null,null,null,null,null,null,978.5073607,null,10.90842779,null,null
29-07-2024,CNR8014852782,Canceled by Customer,CID737119,Prime Plus,Kammanahalli,Magadi Road,null,null,Change of plans,null,null,null,980.3747972,null,10.87930648,null,null
15-07-2024,CNR6012739836,Driver Not Found,CID308763,Prime Sedan,Ramamurthy Nagar,Magadi Road,null,null,null,null,null,null,982.2422338,null,10.85018516,null,null
01-07-2024,CNR3404012928,Success,CID344186,Mini,Chickpet,Chamarajpet,357,40,null,null,No,null,984.1096704,Cash,10.82106385,1.9,2.6
11-07-2024,CNR9282027845,Success,CID767941,Bike,Yeshwanthpur,KR Puram,504,-5,null,null,No,null,985.9771069,UPI,10.79194254,0.7,1.4
30-07-2024,CNR5508853708,Canceled by Customer,CID812594,Prime Plus,Shivajinagar,HSR Layout,null,null,Driver is not moving towards pickup location,null,null,null,987.8445435,null,10.76282123,null,null
07-07-2024,CNR4241139230,Success,CID133723,Prime Plus,Kammanahalli,Shivajinagar,203,25,null,null,No,null,989.7119801,Cash,10.73369992,4.7,4.1
27-07-2024,CNR8306274838,Driver Not Found,CID117206,Bike,Bellandur,Rajarajeshwari Nagar,null,null,null,null,null,null,991.5794167,null,10.70457861,null,null
16-07-2024,CNR1802047240,Canceled by Customer,CID126419,eBike,Mysore Road,Vijayanagar,null,null,Driver asked to cancel,null,null,null,993.4468532,null,10.6754573,null,null
26-07-2024,CNR1751145603,Canceled by Driver,CID953990,Prime Sedan,Yelahanka,Majestic,null,null,null,Customer related issue,null,null,995.3142898,null,10.64633599,null,null
04-07-2024,CNR5744401218,Success,CID507511,Bike,Yelahanka,Varthur,511,265,null,null,No,null,997.1817264,UPI,10.61721468,3.2,5.9
16-07-2024,CNR7221640450,Success,CID195611,Prime Sedan,RT Nagar,Whitefield,721,385,null,null,No,null,999.0491629,UPI,10.58809337,3.1,7.3
20-07-2024,CNR8395803905,Canceled by Driver,CID925776,eBike,Bannerghatta Road,RT Nagar,null,null,null,Customer related issue,null,null,1000.9166,null,10.55897206,null,null
15-07-2024,CNR1987976910,Success,CID524066,Prime SUV,Mysore Road,Peenya,116.6666667,-1.666666667,null,null,No,null,1002.784036,Cash,10.52985075,3.333333333,2.833333333
04-07-2024,CNR1106789678,Success,CID884352,Prime SUV,BTM Layout,Malleshwaram,134.1666667,-49.16666667,null,null,No,null,1004.651473,Cash,10.50072944,2.983333333,2.283333333
27-07-2024,CNR8303547069,Success,CID471469,Mini,Langford Town,Richmond Town,151.6666667,-96.66666667,null,null,No,null,1006.518909,Credit Card,10.47160812,2.633333333,1.733333333
09-07-2024,CNR7368110421,Canceled by Driver,CID372218,Mini,Peenya,Sarjapur Road,null,null,null,Personal & Car related issue,null,null,1008.386346,null,10.44248681,null,null
30-07-2024,CNR7500310853,Success,CID377809,Prime Sedan,Jayanagar,Richmond Town,203,71.66666667,null,null,No,null,1010.253782,UPI,10.4133655,3.966666667,4.766666667
13-07-2024,CNR8925319975,Success,CID388701,Prime Sedan,Yelahanka,Rajajinagar,196,61.66666667,null,null,No,null,1012.121219,UPI,10.38424419,4.066666667,5.066666667
29-07-2024,CNR9261561390,Success,CID853883,Auto,Koramangala,Majestic,189,51.66666667,null,null,No,null,1013.988655,Cash,10.35512288,4.166666667,5.366666667
24-07-2024,CNR3165383120,Canceled by Driver,CID765484,Prime SUV,Devanahalli,KR Puram,null,null,null,Customer was coughing/sick,null,null,1015.856092,null,10.32600157,null,null
29-07-2024,CNR7006798592,Driver Not Found,CID786658,Prime Sedan,Ulsoor,RT Nagar,null,null,null,null,null,null,1017.723529,null,10.29688026,null,null
08-07-2024,CNR5613886410,Success,CID107686,Auto,Marathahalli,KR Puram,154,175,null,null,No,null,1019.590965,UPI,10.26775895,2.4,3.1
16-07-2024,CNR5841521780,Success,CID768996,Prime SUV,Ramamurthy Nagar,Varthur,98,230,null,null,No,null,1021.458402,Cash,10.23863764,1.7,2.6
09-07-2024,CNR343071783,Canceled by Customer,CID163474,Mini,Malleshwaram,Magadi Road,null,null,Driver is not moving towards pickup location,null,null,null,1023.325838,null,10.20951633,null,null
26-07-2024,CNR2021130566,Success,CID509309,Bike,Hosur Road,Richmond Town,345.3333333,61.66666667,null,null,No,null,1025.193275,Cash,10.18039502,4.4,4.5
26-07-2024,CNR6765124275,Success,CID630281,Prime Sedan,Chamarajpet,Banashankari,415.3333333,64.16666667,null,null,No,null,1027.060711,Cash,10.15127371,4.55,4.95
05-07-2024,CNR9762994658,Success,CID443169,Prime Plus,RT Nagar,Sahakar Nagar,485.3333333,66.66666667,null,null,No,null,1028.928148,UPI,10.1221524,4.7,5.4
Date,Booking_ID,Booking_Status,Customer_ID,Vehicle_Type,Pickup_Location,Drop_Location,V_TAT,C_TAT,Canceled_Rides_by_Customer,Canceled_Rides_by_Driver,Incomplete_Rides,Incomplete_Rides_Reason,Booking_Value,Payment_Method,Ride_Distance,Driver_Ratings,Customer_Rating
26-07-2024,CNR7153255142,Canceled by Driver,CID713523,Prime Sedan,Tumkur Road,RT Nagar,null,null,null,Personal & Car related issue,null,null,1030.795585,null,10.09303109,null,null
25-07-2024,CNR2940424040,Success,CID225428,Bike,Magadi Road,Varthur,343,430,null,null,No,null,1032.663021,Cash,10.06390977,4.5,7.2
30-07-2024,CNR2982357879,Success,CID270156,Prime SUV,Sahakar Nagar,Varthur,378,530,null,null,No,null,1034.530458,UPI,10.03478846,4.6,8
22-07-2024,CNR2395710036,Canceled by Customer,CID581320,eBike,HSR Layout,Vijayanagar,null,null,Driver is not moving towards pickup location,null,null,null,1036.397894,null,10.00566715,null,null
02-07-2024,CNR1797421769,Success,CID939555,Mini,Rajajinagar,Chamarajpet,-92.16666667,-30,null,null,No,null,1038.265331,Credit Card,9.976545842,1.533333333,7.783333333
13-07-2024,CNR8787177882,Success,CID802429,Mini,Kadugodi,Vijayanagar,-151.6666667,-50,null,null,No,null,1040.132767,UPI,9.947424531,1.133333333,8.533333333
23-07-2024,CNR3612067562,Success,CID476071,Bike,Tumkur Road,Whitefield,-211.1666667,-70,null,null,No,null,1042.000204,Cash,9.918303221,0.733333333,9.283333333
11-07-2024,CNR5374902489,Canceled by Driver,CID735691,Prime Plus,Bannerghatta Road,Sarjapur Road,null,null,null,Personal & Car related issue,null,null,1043.867641,null,9.88918191,null,null
01-07-2024,CNR5030602354,Driver Not Found,CID999840,Mini,Chamarajpet,Peenya,null,null,null,null,null,null,1045.735077,null,9.860060599,null,null
18-07-2024,CNR6328453219,Canceled by Driver,CID907133,Auto,RT Nagar,Varthur,null,null,null,Personal & Car related issue,null,null,1047.602514,null,9.830939289,null,null
29-07-2024,CNR4787583516,Success,CID923404,Prime Plus,Hosur Road,Jayanagar,360.5,11.66666667,null,null,No,null,1049.46995,Cash,9.801817978,0.05,7.7
26-07-2024,CNR7943634301,Success,CID647026,Prime Plus,Kammanahalli,Rajajinagar,406,1.666666667,null,null,No,null,1051.337387,Cash,9.772696667,-0.7,8.4
27-07-2024,CNR4524472111,Success,CID540929,Auto,Cox Town,Yelahanka,451.5,-8.333333333,null,null,No,null,1053.204823,UPI,9.743575356,-1.45,9.1
17-07-2024,CNR3914552214,Canceled by Driver,CID557845,Auto,Hosur Road,Banashankari,null,null,null,Personal & Car related issue,null,null,1055.07226,null,9.714454046,null,null
16-07-2024,CNR8181602032,Success,CID167642,Bike,Indiranagar,MG Road,294,95,null,null,No,null,1056.939697,UPI,9.685332735,0.4,2.1
02-07-2024,CNR8090918544,Success,CID640151,Bike,Magadi Road,HSR Layout,350,95,null,null,No,null,1058.807133,UPI,9.656211424,-0.7,1.6
02-07-2024,CNR3150620730,Driver Not Found,CID630354,Mini,Ramamurthy Nagar,BTM Layout,null,null,null,null,null,null,1060.67457,null,9.627090113,null,null
05-07-2024,CNR3135442090,Success,CID243275,Bike,Electronic City,Langford Town,214.2,82,null,null,No,null,1062.542006,Cash,9.597968803,5.08,3.3
09-07-2024,CNR9975925287,Success,CID162055,Prime SUV,Magadi Road,RT Nagar,224,86.5,null,null,No,null,1064.409443,UPI,9.568847492,5.25,3.22
12-07-2024,CNR1238051407,Success,CID902781,eBike,Koramangala,Sarjapur Road,233.8,91,null,null,No,null,1066.276879,Cash,9.539726181,5.42,3.14
11-07-2024,CNR3297269549,Success,CID217093,eBike,Basavanagudi,Hulimavu,243.6,95.5,null,null,No,null,1068.144316,Cash,9.51060487,5.59,3.06
08-07-2024,CNR6013805089,Success,CID817034,Prime Sedan,Padmanabhanagar,Jayanagar,253.4,100,null,null,No,null,1070.011753,Cash,9.48148356,5.76,2.98
16-07-2024,CNR4306636052,Canceled by Driver,CID103842,Prime SUV,Mysore Road,Vijayanagar,null,null,null,Customer was coughing/sick,null,null,1071.879189,null,9.452362249,null,null
03-07-2024,CNR9832070187,Success,CID655872,Bike,Koramangala,BTM Layout,-123.0666667,55.85714286,null,null,No,null,1073.746626,Cash,9.423240938,2.354285714,6.26
03-07-2024,CNR5620539253,Success,CID290480,Prime Plus,Mysore Road,Sahakar Nagar,-150.2666667,52,null,null,No,null,1075.614062,Cash,9.394119627,2.16,6.54
19-07-2024,CNR4443921904,Success,CID654618,Mini,Tumkur Road,Koramangala,-177.4666667,48.14285714,null,null,No,null,1077.481499,UPI,9.364998317,1.965714286,6.82
25-07-2024,CNR7194303296,Success,CID538245,Mini,Mysore Road,Hennur,-204.6666667,44.28571429,null,null,No,null,1079.348935,UPI,9.335877006,1.771428571,7.1
15-07-2024,CNR6494005067,Success,CID805360,Auto,Yelahanka,Malleshwaram,-231.8666667,40.42857143,null,null,No,null,1081.216372,UPI,9.306755695,1.577142857,7.38
30-07-2024,CNR6805579107,Success,CID810214,Prime SUV,Indiranagar,Indiranagar,-259.0666667,36.57142857,null,null,No,null,1083.083809,Cash,9.277634384,1.382857143,7.66
21-07-2024,CNR6003663433,Canceled by Customer,CID350426,Prime Plus,Rajajinagar,Chamarajpet,null,null,Driver asked to cancel,null,null,null,1084.951245,null,9.248513074,null,null
23-07-2024,CNR2998177392,Driver Not Found,CID946041,Auto,RT Nagar,Yelahanka,null,null,null,null,null,null,1086.818682,null,9.219391763,null,null
27-07-2024,CNR7979458138,Success,CID978509,eBike,Frazer Town,Indiranagar,189,65,null,null,No,null,1088.686118,Cash,9.190270452,4.8,4.7
23-07-2024,CNR7286474506,Canceled by Customer,CID500806,eBike,Jayanagar,Richmond Town,null,null,Driver is not moving towards pickup location,null,null,null,1090.553555,null,9.161149142,null,null
23-07-2024,CNR9820692957,Success,CID625327,Prime Sedan,Koramangala,Hosur Road,514.5,-10,null,null,No,null,1092.420991,Cash,9.132027831,7.25,2.233333333
08-07-2024,CNR4094067441,Success,CID896062,Prime Sedan,Majestic,Jayanagar,595,-30,null,null,No,null,1094.288428,Cash,9.10290652,7.9,2.033333333
14-07-2024,CNR7142279862,Success,CID378034,eBike,Yeshwanthpur,JP Nagar,675.5,-50,null,null,No,null,1096.155865,UPI,9.073785209,8.55,1.833333333
23-07-2024,CNR5488574120,Canceled by Driver,CID169284,Auto,Peenya,Hosur Road,null,null,null,Customer related issue,null,null,1098.023301,null,9.044663899,null,null
03-07-2024,CNR8148468821,Canceled by Driver,CID347094,Prime Plus,Marathahalli,BTM Layout,null,null,null,Customer was coughing/sick,null,null,1099.890738,null,9.015542588,null,null
